course_id,course_name,category,skills,level,duration_hours,rating,instructor,description,enrolled_students,price,language,tags,prerequisites
1690,"LSTM - Fundamentals (Live Cohort, Coursera)",Deep Learning,lstm fundamentals deep learning,Beginner,4,4.2,Dr. A. Sharma,"Learn LSTM through a fundamentals focused course, covering key concepts in Deep Learning.",18627,4999,French,"mentor-support, trending, hands-on, quiz-included",[]
1691,"Java - Design Patterns (Project-Based, DataCamp)",Programming,java design patterns programming,Intermediate,4,4.3,Prof. J. Mehta,"Learn Java through a design patterns focused course, covering key concepts in Programming.",14723,0,Hindi,"beginner-friendly, mentor-support, project-based, quiz-included",[1462]
1692,"MongoDB - Advanced Techniques (Project-Based, edX)",Databases,mongodb advanced techniques databases,Advanced,15,3.9,Ms. P. Nair,"Learn MongoDB through a advanced techniques focused course, covering key concepts in Databases.",30772,1999,English,"in-demand, certificate, mentor-support, hands-on",[858]
1693,"Computer Vision - Case Studies (Self-Paced, Udemy)",AI Specialized,computer vision case studies ai specialized,Intermediate,8,4.4,Dr. A. Sharma,"Learn Computer Vision through a case studies focused course, covering key concepts in AI Specialized.",25506,1999,French,"in-demand, job-ready",[1539]
1694,"Reinforcement Learning - Research Perspectives (Crash Course, Udemy)",Deep Learning,reinforcement learning research perspectives deep learning,Advanced,2,3.8,Ms. K. Verma,"Learn Reinforcement Learning through a research perspectives focused course, covering key concepts in Deep Learning.",22189,499,French,"hands-on, certificate, trending","[1338, 1782]"
1695,"Probability - Fundamentals (Live Cohort, Coursera)",Statistics & Math,probability fundamentals statistics & math,Beginner,12,4.3,Prof. R. Iyer,"Learn Probability through a fundamentals focused course, covering key concepts in Statistics & Math.",12459,2999,French,"in-demand, mentor-support",[]
1696,"Ensemble Methods - Real World Case Studies (Self-Paced, DataCamp)",Machine Learning,ensemble methods real world case studies machine learning,Intermediate,2,4.2,Ms. K. Verma,"Learn Ensemble Methods through a real world case studies focused course, covering key concepts in Machine Learning.",7874,2499,Hindi,"in-demand, industry-recognized",[1827]
1697,"Statistical Analysis - Fundamentals (Crash Course, Pluralsight)",Data Science,statistical analysis fundamentals data science,Beginner,15,4.6,Prof. M. Khan,"Learn Statistical Analysis through a fundamentals focused course, covering key concepts in Data Science.",11413,2999,English,"beginner-friendly, certificate",[]
1698,"Feature Engineering - Real World Case Studies (Project-Based, Coursera)",Machine Learning,feature engineering real world case studies machine learning,Intermediate,30,4.6,Dr. A. Sharma,"Learn Feature Engineering through a real world case studies focused course, covering key concepts in Machine Learning.",36221,4999,Spanish,"project-based, trending, hands-on","[50, 947]"
1699,"A/B Testing - Advanced Methods (Crash Course, Udemy)",Data Science,a/b testing advanced methods data science,Advanced,30,3.8,Prof. M. Khan,"Learn A/B Testing through a advanced methods focused course, covering key concepts in Data Science.",35882,1499,French,"industry-recognized, certificate, hands-on",[1180]
1700,"Statistical Analysis - Advanced Methods (Project-Based, edX)",Data Science,statistical analysis advanced methods data science,Advanced,12,4.2,Prof. M. Khan,"Learn Statistical Analysis through a advanced methods focused course, covering key concepts in Data Science.",5685,3999,English + Hindi Subtitles,"project-based, mentor-support, industry-recognized",[1781]
1701,"Exploratory Data Analysis - Advanced Methods (Project-Based, Coursera)",Data Science,exploratory data analysis advanced methods data science,Advanced,12,3.7,Ms. K. Verma,"Learn Exploratory Data Analysis through a advanced methods focused course, covering key concepts in Data Science.",48279,499,English + Hindi Subtitles,"certificate, beginner-friendly",[812]
1702,"Linear Algebra - Fundamentals (Live Cohort, Coursera)",Statistics & Math,linear algebra fundamentals statistics & math,Beginner,25,3.9,Prof. R. Iyer,"Learn Linear Algebra through a fundamentals focused course, covering key concepts in Statistics & Math.",37594,2499,English + Hindi Subtitles,"in-demand, job-ready, hands-on, certificate",[]
1703,"Bayesian Inference - Applied Techniques (Project-Based, Udemy)",Statistics & Math,bayesian inference applied techniques statistics & math,Intermediate,30,4.2,Mr. T. Singh,"Learn Bayesian Inference through a applied techniques focused course, covering key concepts in Statistics & Math.",32455,499,Spanish,"hands-on, industry-recognized, in-demand, beginner-friendly","[395, 1702]"
1704,"Plotly - Best Practices (Crash Course, Pluralsight)",Data Visualization,plotly best practices data visualization,Intermediate,25,4.2,Dr. A. Sharma,"Learn Plotly through a best practices focused course, covering key concepts in Data Visualization.",37710,1999,English,"project-based, mentor-support",[993]
1705,"Regression - Optimization Strategies (Self-Paced, DataCamp)",Machine Learning,regression optimization strategies machine learning,Advanced,12,3.6,Ms. P. Nair,"Learn Regression through a optimization strategies focused course, covering key concepts in Machine Learning.",16754,4999,Hindi,"trending, quiz-included, industry-recognized, certificate",[903]
1706,"RNN - Practical Applications (Self-Paced, Pluralsight)",Deep Learning,rnn practical applications deep learning,Intermediate,15,4.3,Prof. R. Iyer,"Learn RNN through a practical applications focused course, covering key concepts in Deep Learning.",49698,4999,Spanish,"job-ready, in-demand, mentor-support","[284, 904]"
1707,"Kotlin - Design Patterns (Live Cohort, edX)",Programming,kotlin design patterns programming,Beginner,2,4.1,Mr. S. Gupta,"Learn Kotlin through a design patterns focused course, covering key concepts in Programming.",20476,2499,French,"job-ready, industry-recognized, certificate, quiz-included",[]
1708,"CNN - Hands-on Project (Self-Paced, Udemy)",Deep Learning,cnn hands on project deep learning,Intermediate,8,3.6,Mr. S. Gupta,"Learn CNN through a hands-on project focused course, covering key concepts in Deep Learning.",11752,1999,French,"job-ready, quiz-included, in-demand",[101]
1709,"Excel Visualization - Advanced Dashboards (Live Cohort, edX)",Data Visualization,excel visualization advanced dashboards data visualization,Advanced,12,3.7,Dr. A. Sharma,"Learn Excel Visualization through a advanced dashboards focused course, covering key concepts in Data Visualization.",19954,4999,English + Hindi Subtitles,"hands-on, project-based, job-ready, quiz-included","[1335, 1769]"
1710,"Ensemble Methods - Advanced Techniques (Live Cohort, edX)",Machine Learning,ensemble methods advanced techniques machine learning,Advanced,4,4.3,Prof. M. Khan,"Learn Ensemble Methods through a advanced techniques focused course, covering key concepts in Machine Learning.",25513,0,English + Hindi Subtitles,"beginner-friendly, job-ready, hands-on",[642]
1711,"Autoencoders - Advanced Architectures (Self-Paced, edX)",Deep Learning,autoencoders advanced architectures deep learning,Advanced,30,4.7,Prof. J. Mehta,"Learn Autoencoders through a advanced architectures focused course, covering key concepts in Deep Learning.",23735,1999,Spanish,"certificate, in-demand, trending",[1804]
1712,"Autoencoders - Research Perspectives (Live Cohort, Coursera)",Deep Learning,autoencoders research perspectives deep learning,Advanced,20,4.9,Prof. J. Mehta,"Learn Autoencoders through a research perspectives focused course, covering key concepts in Deep Learning.",31126,2999,English + Hindi Subtitles,"quiz-included, project-based, in-demand",[116]
1713,"Data Analysis - Hands-on Project (Self-Paced, Coursera)",Data Science,data analysis hands on project data science,Intermediate,12,4.2,Dr. L. Fernandes,"Learn Data Analysis through a hands-on project focused course, covering key concepts in Data Science.",37195,3999,Hindi,"mentor-support, industry-recognized","[375, 1876]"
1714,"Ruby - Best Practices (Self-Paced, LinkedIn Learning)",Programming,ruby best practices programming,Intermediate,25,4.0,Dr. A. Sharma,"Learn Ruby through a best practices focused course, covering key concepts in Programming.",49840,1499,French,"in-demand, trending",[192]
1715,"Resume Building - Practical Guide (Project-Based, LinkedIn Learning)",Career Skills,resume building practical guide career skills,Intermediate,15,4.3,Prof. M. Khan,"Learn Resume Building through a practical guide focused course, covering key concepts in Career Skills.",48754,2999,English,"mentor-support, beginner-friendly, in-demand",[1224]
1716,"JavaScript - Functional Programming (Project-Based, DataCamp)",Programming,javascript functional programming programming,Beginner,8,4.3,Ms. P. Nair,"Learn JavaScript through a functional programming focused course, covering key concepts in Programming.",36054,3999,English,"job-ready, in-demand, trending, industry-recognized",[]
1717,"Pandas - Advanced Methods (Live Cohort, DataCamp)",Data Science,pandas advanced methods data science,Advanced,12,4.2,Mr. S. Gupta,"Learn Pandas through a advanced methods focused course, covering key concepts in Data Science.",37472,2999,Hindi,"industry-recognized, job-ready, trending","[702, 1150]"
1718,"AI Ethics - Hands-on Project (Project-Based, Coursera)",AI Specialized,ai ethics hands on project ai specialized,Advanced,6,4.8,Mr. T. Singh,"Learn AI Ethics through a hands-on project focused course, covering key concepts in AI Specialized.",4721,499,English,"industry-recognized, quiz-included, certificate",[493]
1719,"Transfer Learning - Hands-on Project (Project-Based, DataCamp)",Deep Learning,transfer learning hands on project deep learning,Beginner,25,4.4,Ms. K. Verma,"Learn Transfer Learning through a hands-on project focused course, covering key concepts in Deep Learning.",12433,0,Spanish,"beginner-friendly, project-based, industry-recognized, certificate",[]
1720,"GraphQL - Advanced Patterns (Crash Course, Pluralsight)",Web Development,graphql advanced patterns web development,Advanced,8,4.5,Mr. S. Gupta,"Learn GraphQL through a advanced patterns focused course, covering key concepts in Web Development.",3550,999,Hindi,"in-demand, industry-recognized, project-based, beginner-friendly",[429]
1721,"Explainable AI - Fundamentals (Live Cohort, Pluralsight)",AI Specialized,explainable ai fundamentals ai specialized,Beginner,15,3.5,Ms. P. Nair,"Learn Explainable AI through a fundamentals focused course, covering key concepts in AI Specialized.",46573,0,Spanish,"project-based, industry-recognized, hands-on, trending",[]
1722,"Hyperparameter Tuning - Advanced Techniques (Project-Based, edX)",Machine Learning,hyperparameter tuning advanced techniques machine learning,Advanced,12,4.5,Mr. S. Gupta,"Learn Hyperparameter Tuning through a advanced techniques focused course, covering key concepts in Machine Learning.",22499,3999,French,"quiz-included, beginner-friendly, project-based",[1321]
1723,"Explainable AI - Fundamentals (Live Cohort, Coursera)",AI Specialized,explainable ai fundamentals ai specialized,Beginner,4,3.7,Prof. M. Khan,"Learn Explainable AI through a fundamentals focused course, covering key concepts in AI Specialized.",16038,3999,English,"mentor-support, project-based",[]
1724,"Neural Networks - Hands-on Project (Crash Course, Udemy)",Deep Learning,neural networks hands on project deep learning,Intermediate,25,4.8,Dr. L. Fernandes,"Learn Neural Networks through a hands-on project focused course, covering key concepts in Deep Learning.",22191,1999,French,"quiz-included, industry-recognized, certificate",[787]
1725,"TypeScript - Concurrency (Project-Based, LinkedIn Learning)",Programming,typescript concurrency programming,Beginner,30,4.4,Dr. L. Fernandes,"Learn TypeScript through a concurrency focused course, covering key concepts in Programming.",792,1999,Hindi,"quiz-included, project-based, beginner-friendly",[]
1726,"Unsupervised Learning - Hands-on Project (Project-Based, Coursera)",Machine Learning,unsupervised learning hands on project machine learning,Advanced,2,4.0,Mr. T. Singh,"Learn Unsupervised Learning through a hands-on project focused course, covering key concepts in Machine Learning.",27032,1999,Hindi,"quiz-included, hands-on, job-ready",[810]
